Code,Name,MainGroup,SubTags,Industry,GroupSize
1326,台化,"塑膠, 電動車","MIH, TPP","ABS, PP, PS, PTA, SM, 二甲基甲醯胺(DMF), 其他化工產品, 化學工業, 化學纖維, 化纖原料, 塑化原料, 尼龍加工絲, 尼龍粒, 尼龍絲, 粘膠, 芳香烴, 酚","62, 54"
1336,台翰,"塑膠, 電子通路",,"塑膠射出, 電子零件元件","62, 256"
1337,再生-KY,塑膠,,"EVA, 塑化原料, 塑化製品, 塑膠加工",62
1338,廣華-KY,電動車,,汽車內裝,54
1339,昭輝,塑膠,,"塑化製品, 塑膠加工, 汽機車零組件, 汽車保險桿",62
1340,勝悅-KY,金融,,"傳產其他, 租賃, 金融業, 鞋材",50
1341,富林-KY,塑膠,,"塑化製品, 塑膠皮布",62
1342,八貫,塑膠,,"塑化製品, 塑膠皮布",62
1402,遠東新,"塑膠, 紡織","TPP, Under Armour, 第三方支付, 紡織纖維, 資產股","PTA, 化學纖維, 化纖原料, 家居用品, 寢具, 成衣, 成衣製造, 成衣銷售／零售, 控股公司, 棉紡業, 紡紗, 織布業, 聚酯加工絲, 聚酯棉, 聚酯粒, 聚酯絲, 資產股","62, 59"
1409,新纖,"機械, 紡織, 電動車","3D列印, 紡織纖維, 鴻海MIH電動車平台","化學纖維, 塑化製品, 塑膠加工, 聚酯粒, 聚酯絲, 資產股","93, 59, 54"
1410,南染,紡織,紡織纖維,"IC封裝測試, 地產, 物業投資發展",59
1413,宏洲,紡織,紡織纖維,"化學纖維, 聚酯粒, 聚酯絲",59
1414,東和,紡織,紡織纖維,"地產, 混紡紗, 物業投資發展, 紡紗, 資產股",59
1416,廣豐,傳產其他,,"應用軟體, 資產股, 軟體業",246
1417,嘉裕,紡織,紡織纖維,"成衣, 成衣製造, 成衣銷售／零售",59
1418,東華,紡織,紡織纖維,"亞克力棉, 化學纖維",59
1419,新紡,紡織,紡織纖維,"地產, 成衣, 成衣銷售／零售, 物業投資發展, 織布業, 資產股",59
1423,利華,傳產其他,,"毛紡, 紡紗, 資產股",246
1432,大魯閣,運動休閒,運動休閒,"休閒娛樂, 大型遊樂場, 流通業, 百貨業",37
1434,福懋,塑膠,"NIKE, TPP, Under Armour, 東協","其他公用事業, 加油站, 尼龍塔夫塔布, 尼龍製品, 工業紡織品",62
1435,中福,營建,,"地產, 物業投資發展, 資產股",122
1436,華友聯,營建,,"地產, 營建",122
1437,勤益控,營建,,"地產, 控股公司, 毛紡, 物業投資發展, 紡紗, 資產股",122
1438,三地開發,營建,,"地產, 營建",122
1439,雋揚,營建,,"地產, 營建, 物業投資發展, 資產股",122
1440,南紡,塑膠,TPP,"化學纖維, 化纖原料, 棉紡業, 紡紗, 聚酯棉, 聚酯粒, 聚酯絲, 資產股",62
1441,大東,紡織,,"棉紡業, 紡紗, 織布業, 資產股",59
1442,名軒,營建,,"地產, 營建",122
1443,立益物流,"百貨零售, 航運",,"倉儲服務, 流通業, 物流業, 貿易, 運輸事業","30, 31"
1444,力麗,"化學, 紡織",,"化學纖維, 化纖原料, 聚酯加工絲, 聚酯粒","69, 59"
1445,大宇,"化學, 紡織",,"化學纖維, 織布業, 聚酯加工絲","69, 59"
1446,宏和,營建,,"地產, 營建, 織布業, 資產股",122
1447,力鵬,塑膠,TPP,"化學纖維, 尼龍粒, 織布業",62
1449,佳和,營建,,"地產, 營建, 織布業",122
1451,年興,塑膠,TPP,"成衣, 成衣製造, 織布業",62
1452,宏益,"化學, 紡織",Under Armour,"化學纖維, 聚酯加工絲","69, 59"
1453,大將,營建,,"地產, 營建",122
1454,台富,"化學, 紡織",,"化學纖維, 織布業, 聚酯加工絲","69, 59"
1455,集盛,機械,3D列印,"化學纖維, 尼龍加工絲, 尼龍粒, 尼龍絲",93
1456,怡華,營建,,"地產, 營建",122
1457,宜進,"化學, 紡織",,"化學纖維, 織布業, 聚酯加工絲, 聚酯絲, 資產股","69, 59"
1459,聯發,"化學, 紡織",,"化學纖維, 聚酯加工絲","69, 59"
1460,宏遠,紡織,Under Armour,織布業,59
1463,強盛新,塑膠,TPP,"地產, 染整, 營建, 織布業",62
1464,得力,紡織,Under Armour,織布業,59
1465,偉全,紡織,,織布業,59
1466,聚隆,"化學, 紡織",,"加工絲, 化學纖維, 尼龍加工絲, 尼龍絲, 聚酯加工絲","69, 59"
1467,南緯,紡織,Under Armour,"成衣, 成衣製造, 織布業, 資產股",59
1468,昶和,紡織,,"棉紡業, 紡紗, 織布業",59
1470,大統新創,紡織,,"染整, 織布業",59
1471,首利,電源供應器,電源供應器,"機殼, 電子零件元件, 電源供應器",35
1472,三洋實業,營建,,"基礎建設, 營造工程",122
1473,台南,紡織,東協,"成衣, 成衣製造",59
1474,弘裕,紡織,,"工業紡織品, 織布業",59
1475,業旺,化學,,"化學工業, 染料，顏料",69
1476,儒鴻,塑膠,"NIKE, TPP, Under Armour, 二胎化, 雙十一","成衣, 成衣製造, 織布業",62
1477,聚陽,紡織,"二胎化, 雙十一","成衣, 成衣製造",59
1503,士電,電機電纜,"智慧電網, 碳權, 電機","充電樁, 引擎相關, 智慧電網相關, 汽機車零組件, 設備儀器商, 變電設備, 資產股, 車用充電相關, 配電盤, 重電設備, 電力設備, 電機, 電氣開關設備, 電氣零件與設備",32
1504,東元,"機械, 電機電纜","3D列印, 夏季, 水資源, 空污, 電機","冷氣機, 家電, 小家電, 洗衣機, 液晶電視, 產業機械, 自動化設備, 變頻器, 資產股, 配電工程, 重電設備, 電冰箱, 電力設備, 電機","93, 32"
1506,正道,電動車,"汽車零組件, 鴻海MIH電動車平台","傢俱, 家居用品, 引擎相關, 懸吊系統, 木床／車架, 汽機車零組件, 活塞, 車用金屬成型, 車用鍛件, 轉向系統",54
1512,瑞利,電動車,汽車零組件,"汽機車零組件, 汽車鈑金, 運動產業, 運動用品",54
1513,中興電,電機電纜,"太陽能, 氫燃料電池, 碳權, 航空/航太, 電機, 風力發電","停車場, 其他公用事業, 智慧電網相關, 產業機械, 空調製冷, 輸配電設備, 配電工程, 重電設備, 電力設備, 電機, 電氣開關設備",32
1514,亞力,電機電纜,"智慧電網, 電機, 風力發電","變電設備, 配電工程, 配電盤, 電力設備, 電機, 電氣零件與設備",32
1515,力山,運動休閒,"運動休閒, 運動健身, 電商","健身器材, 手工具, 木工機械, 產業機械, 運動產業",37
1516,川飛,電子通路,,"車用鋰電池, 電子元件代理商, 電子通路, 電池",256
1517,利奇,運動休閒,運動休閒,"產業機械, 自行車零件",37
1519,華城,電機電纜,"智慧電網, 氣候變遷, 碳權, 美元升值, 電機, 風力發電","變電設備, 配電盤, 電力設備",32
1521,大億,電動車,"ADAS, 汽車零組件","汽機車零組件, 車燈",54
1522,堤維西,電動車,"汽車零組件, 車用電子, 電動車","汽機車零組件, 車燈",54
1524,耿鼎,電動車,汽車零組件,"汽機車零組件, 汽車鈑金",54
1525,江申,電動車,汽車零組件,"懸吊系統, 木床／車架, 模具, 機械零組件, 汽機車零組件, 汽車鈑金",54
1526,日馳,電機電纜,電機,"產業機械, 自行車零件",32
1527,鑽全,電機電纜,"Home Depot, 電機","產業機械, 自行車零件, 電動工具",32
1528,恩德,電機電纜,電機,"印刷電路板相關, 家居相關用品通路, 木工機械, 流通業, 產業機械, 雷射鑽孔機、鑽頭",32
1529,樂事綠能,"半導體設備, 電機電纜",,"配電工程, 配電盤, 電力公共事業, 電力設備","109, 32"
1530,亞崴,機械,航空/航太,"工具機, 龍門機",93
1531,高林股,機械,,"工業用縫紉機, 產業機械",93
1532,勤美,鋼鐵,鋼鐵,"傳動系統, 剎車系統, 地產, 引擎相關, 機械零組件, 汽機車零組件, 營建, 資產股, 車用金屬成型, 車用鑄件",41
1533,車王電,電動車,"ADAS, MWC, 自動駕駛, 車用電子, 車聯網","倒車影像系統, 客貨車輛相關, 手工具, 產業機械, 胎壓監測系統, 行車紀錄器, 車用電子, 車輛整車",54
1535,中宇,"半導體設備, 營建, 電機電纜","夏季, 水資源, 環境工程","其他營造工程, 工程顧問, 水資源, 污水處理, 營造工程, 環保工程, 配電工程, 電力設備","109, 122, 32"
1536,和大,電動車,"DANCE, MIH, Tesla特斯拉, 汽車零組件, 電動車, 鴻海MIH電動車平台","傳動系統, 機車零組件, 汽機車零組件",54
1537,廣隆,傳產其他,氫燃料電池,"工業用電池, 電池",246
1538,正峰,機械,,"汽機車零組件, 產業機械, 車燈, 電動工具",93
1539,巨庭,機械,Home Depot,"木工機械, 產業機械",93
1540,喬福,機械,航空/航太,"工具機, 車床, 龍門機",93
1541,錩泰,機械,Home Depot,"木工機械, 產業機械",93
1558,伸興,機械,,"傳產其他, 家用縫紉機, 產業機械, 金屬加工／製品",93
1560,中砂,IC代工,"CoWoS, IC-代工","IC製造, 產業機械, 矽晶圓, 磨料磨具",31
1563,巧新,傳產其他,,"汽機車零組件, 輪圈",246
1565,精華,生技醫療,"生技, 視力保健","輔助與彌補用醫材, 隱形眼鏡",134
1568,倉佑,傳產其他,,"傳動系統, 汽機車零組件",246
1569,濱川,電子通路,CES,"模具沖壓, 機殼, 電子零件元件",256
1570,力肯,機械,Home Depot,"產業機械, 電動工具",93
1580,新麥,"機械, 食品",,"烘焙及食品飲料機械, 產業機械","93, 61"
1582,信錦,蘋果供應鏈,"Apple蘋果, 折疊機","樞紐, 電子零件元件",29
1583,程泰,機械,航空/航太,"工具機, 工具機主軸, 磨床, 車床",93
1584,精剛,傳產其他,航空/航太,合金鋼,246
1586,和勤,電子通路,,"模具沖壓, 汽機車零組件, 車用沖壓件, 車用金屬成型, 電子零件元件",256
1587,吉茂,電動車,,"汽機車零組件, 車用冷卻系統",54
1589,永冠-KY,機械,"氣候變遷, 風力發電",機械零組件,93
1590,亞德客-KY,機械,,"機械零組件, 氣動元件",93
1591,駿吉-KY,鋼鐵,Home Depot,"線材盤元, 螺絲螺帽",41
1593,祺驊,"生技醫療, 運動休閒","運動休閒, 運動健身, 長照","休閒娛樂, 健身器材, 工業馬達, 產業機械, 連鎖健身房, 運動產業","134, 37"
